"individual","trait","trait_id","population"
441,-0.195766613574408,1,9
442,-0.0969903769949441,1,9
443,0.0928207791385727,1,9
444,0.0644423594873821,1,9
445,0.160679370310969,1,9
446,-0.175455938053449,1,9
447,0.12014241837391,1,9
448,-0.178737431400792,1,9
449,0.256068433433382,1,9
450,-0.565793494680834,1,9
451,0.0189547230333491,1,10
452,-0.0372741847403067,1,10
453,-0.144007270459857,1,10
454,0.365676450051895,1,10
455,0.643303865626188,1,10
456,1.18072547526091,1,10
457,0.44442062208039,1,10
458,0.293222224497671,1,10
459,-0.746511819783504,1,10
460,0.273339089778445,1,10
461,0.65477566526291,1,10
462,1.35316215225172,1,10
463,0.417779130531866,1,10
464,0.107780237966235,1,10
465,0.834438236888209,1,10
466,0.818826153894926,1,10
467,0.313855064930678,1,10
468,0.513064400037832,1,10
469,0.700612337373528,1,10
470,0.0488650402221868,1,10
471,0.494306952738956,1,10
472,0.0809329649433125,1,10
473,0.332340421960329,1,10
474,0.525745471948045,1,10
475,0.942587039544945,1,10
476,0.261071779281175,1,10
477,0.25524903483403,1,10
478,0.385506090625318,1,10
479,-0.235672064487506,1,10
480,0.589230934930266,1,10
481,0.148039292952636,1,10
482,0.520557076825279,1,10
483,0.0419318918720279,1,10
484,0.289247042441901,1,10
485,0.63450118446991,1,10
486,0.632599429776535,1,10
487,0.669290670446737,1,10
488,0.438393161425383,1,10
489,0.0886979670058989,1,10
490,0.606056474199078,1,10
491,0.648763472594046,1,10
492,0.446255389953041,1,10
493,0.0238476484544119,1,10
494,0.353197403225175,1,10
495,-0.196307103889193,1,10
496,0.933585346465569,1,10
497,-0.0832258332828837,1,10
498,-0.474075895339073,1,10
499,0.494573740369575,1,10
500,0.177652486648862,1,10
501,-0.302109544573548,1,11
502,0.404598482079819,1,11
503,0.733141225451184,1,11
504,0.247842889187973,1,11
505,-0.717768779287031,1,11
506,0.46037960844195,1,11
507,0.249127369340663,1,11
508,-0.241464852712699,1,11
509,0.0448950709192063,1,11
510,-0.262838318227691,1,11
511,0.172145452827698,1,11
512,-0.290596044317557,1,11
513,-0.216313821088477,1,11
514,-0.280252683442561,1,11
515,0.0182259103417239,1,11
516,-0.0580534785584755,1,11
517,0.0259234325197679,1,11
518,0.929761675263125,1,11
519,0.256427370107668,1,11
520,0.715138214338133,1,11
521,-0.145705101181651,1,11
522,-0.119098863340387,1,11
523,0.744257830223911,1,11
524,0.567057026187428,1,11
525,0.714059678545953,1,11
526,0.473559379376908,1,11
527,0.61262298242009,1,11
528,0.310134125050771,1,11
529,0.150178833962505,1,11
530,-0.0806455842947564,1,11
531,-0.378565591599081,1,11
